value,deviceid,datatype,timestamp
71,BSM_G102,SPO2,2023-02-02 13:16:23.025916
72,BSM_G102,SPO2,2023-02-02 13:16:33.224927
77,BSM_G102,SPO2,2023-02-02 13:16:43.029121
86,BSM_G102,SPO2,2023-02-02 13:16:53.031630
81,BSM_G102,SPO2,2023-02-02 13:17:03.244759
80,BSM_G102,SPO2,2023-02-02 13:17:13.035937
80,BSM_G102,SPO2,2023-02-02 13:17:23.035934
79,BSM_G102,SPO2,2023-02-02 13:17:33.216150
82,BSM_G102,SPO2,2023-02-02 13:17:43.025835
78,BSM_G102,SPO2,2023-02-02 13:17:53.030939
79,BSM_G102,SPO2,2023-02-02 13:18:03.219396
78,BSM_G102,SPO2,2023-02-02 13:18:13.028713
81,BSM_G102,SPO2,2023-02-02 13:18:23.030747
73,BSM_G102,SPO2,2023-02-02 13:18:33.225195
82,BSM_G102,SPO2,2023-02-02 13:18:43.030455
80,BSM_G102,SPO2,2023-02-02 13:18:53.028722
75,BSM_G102,SPO2,2023-02-02 13:19:03.222846
76,BSM_G102,SPO2,2023-02-02 13:19:13.030408
75,BSM_G102,SPO2,2023-02-02 13:19:23.029540
79,BSM_G102,SPO2,2023-02-02 13:19:33.220015
85,BSM_G102,SPO2,2023-02-02 13:19:43.029966
81,BSM_G102,SPO2,2023-02-02 13:19:53.029914
82,BSM_G102,SPO2,2023-02-02 13:20:03.221416
83,BSM_G102,SPO2,2023-02-02 13:20:13.026568
78,BSM_G102,SPO2,2023-02-02 13:20:23.025999
76,BSM_G102,SPO2,2023-02-02 13:20:34.942307
82,BSM_G102,SPO2,2023-02-02 13:20:43.121671
77,BSM_G102,SPO2,2023-02-02 13:20:53.030796
72,BSM_G102,SPO2,2023-02-02 13:21:03.031486
81,BSM_G102,SPO2,2023-02-02 13:21:21.653932
78,BSM_G102,SPO2,2023-02-02 13:21:24.120078
80,BSM_G102,SPO2,2023-02-02 13:21:33.304250
79,BSM_G102,SPO2,2023-02-02 13:21:43.030906
79,BSM_G102,SPO2,2023-02-02 13:21:53.030807
81,BSM_G102,SPO2,2023-02-02 13:22:03.027484
80,BSM_G102,SPO2,2023-02-02 13:22:13.026248
81,BSM_G102,SPO2,2023-02-02 13:22:23.030868
79,BSM_G102,SPO2,2023-02-02 13:22:33.030231
80,BSM_G102,SPO2,2023-02-02 13:35:59.840118
79,BSM_G102,SPO2,2023-02-02 13:36:09.839976
80,BSM_G102,SPO2,2023-02-02 13:36:19.844694
81,BSM_G102,SPO2,2023-02-02 13:36:29.844315
81,BSM_G102,SPO2,2023-02-02 13:36:39.840881
80,BSM_G102,SPO2,2023-02-02 13:36:49.844693
82,BSM_G102,SPO2,2023-02-02 13:36:59.840873
79,BSM_G102,SPO2,2023-02-02 13:37:09.841588
85,BSM_G102,SPO2,2023-02-02 13:37:19.841945
84,BSM_G102,SPO2,2023-02-02 13:37:30.055529
88,BSM_G102,SPO2,2023-02-02 13:37:39.844642
76,BSM_G102,SPO2,2023-02-02 13:37:49.842219
81,BSM_G102,SPO2,2023-02-02 13:38:00.053023
81,BSM_G102,SPO2,2023-02-02 13:38:09.844689
80,BSM_G102,SPO2,2023-02-02 13:38:19.844449
77,BSM_G102,SPO2,2023-02-02 13:38:30.071996
83,BSM_G102,SPO2,2023-02-02 13:38:39.842811
82,BSM_G102,SPO2,2023-02-02 13:38:51.085915
82,BSM_G102,SPO2,2023-02-02 13:39:00.040149
76,BSM_G102,SPO2,2023-02-02 13:39:09.842526
82,BSM_G102,SPO2,2023-02-02 13:39:19.844694
84,BSM_G102,SPO2,2023-02-02 13:39:30.041119
76,BSM_G102,SPO2,2023-02-02 13:39:39.844555
81,BSM_G102,SPO2,2023-02-02 13:39:49.839560
79,BSM_G102,SPO2,2023-02-02 13:40:00.080070
77,BSM_G102,SPO2,2023-02-02 13:40:09.840547
79,BSM_G102,SPO2,2023-02-02 13:40:19.840319
82,BSM_G102,SPO2,2023-02-02 13:40:29.842413
79,BSM_G102,SPO2,2023-02-02 13:40:39.841998
80,BSM_G102,SPO2,2023-02-02 13:40:57.851563
80,BSM_G102,SPO2,2023-02-02 13:41:14.547254
77,BSM_G102,SPO2,2023-02-02 13:42:15.138370
83,BSM_G102,SPO2,2023-02-02 13:42:25.142807
84,BSM_G102,SPO2,2023-02-02 13:42:35.140237
83,BSM_G102,SPO2,2023-02-02 13:42:45.143990
81,BSM_G102,SPO2,2023-02-02 13:42:55.140219
77,BSM_G102,SPO2,2023-02-02 13:43:05.140656
75,BSM_G102,SPO2,2023-02-02 13:43:15.143364
76,BSM_G102,SPO2,2023-02-02 13:43:25.141171
78,BSM_G102,SPO2,2023-02-02 13:43:35.141260
81,BSM_G102,SPO2,2023-02-02 13:43:45.335301
82,BSM_G102,SPO2,2023-02-02 13:43:55.141340
78,BSM_G102,SPO2,2023-02-02 13:44:05.142930
80,BSM_G102,SPO2,2023-02-02 13:44:15.336238
82,BSM_G102,SPO2,2023-02-02 13:44:25.142178
79,BSM_G102,SPO2,2023-02-02 13:44:35.141595
84,BSM_G102,SPO2,2023-02-02 13:44:45.340595
81,BSM_G102,SPO2,2023-02-02 13:44:55.141508
79,BSM_G102,SPO2,2023-02-02 13:45:05.138890
82,BSM_G102,SPO2,2023-02-02 13:45:15.333782
82,BSM_G102,SPO2,2023-02-02 13:45:25.567215
83,BSM_G102,SPO2,2023-02-02 13:45:37.578024
79,BSM_G102,SPO2,2023-02-02 13:45:45.138138
82,BSM_G102,SPO2,2023-02-02 13:45:55.140401
84,BSM_G102,SPO2,2023-02-02 13:46:13.147779
81,BSM_G102,SPO2,2023-02-02 13:46:18.084332
76,BSM_G102,SPO2,2023-02-02 13:46:25.142810
81,BSM_G102,SPO2,2023-02-02 13:46:35.142789
78,BSM_G102,SPO2,2023-02-02 13:46:45.139080
77,BSM_G102,SPO2,2023-02-02 13:46:55.137997
77,BSM_G102,SPO2,2023-02-02 13:47:05.141478
78,BSM_G102,SPO2,2023-02-02 13:47:15.143321
74,BSM_G102,SPO2,2023-02-02 13:47:25.138719
74,BSM_G102,SPO2,2023-02-02 13:47:35.142719
80,BSM_G102,SPO2,2023-02-02 13:48:15.774963
84,BSM_G102,SPO2,2023-02-02 13:48:21.193316
79,BSM_G102,SPO2,2023-02-02 13:48:21.195692
84,BSM_G102,SPO2,2023-02-02 13:48:25.138876
77,BSM_G102,SPO2,2023-02-02 13:48:35.139597
86,BSM_G102,SPO2,2023-02-02 13:48:45.141724
81,BSM_G102,SPO2,2023-02-02 13:48:55.141183
79,BSM_G102,SPO2,2023-02-02 13:49:05.140679
77,BSM_G102,SPO2,2023-02-02 13:49:15.143330
82,BSM_G102,SPO2,2023-02-02 13:49:25.138915
82,BSM_G102,SPO2,2023-02-02 13:49:35.142727
84,BSM_G102,SPO2,2023-02-02 13:49:59.486145
79,BSM_G102,SPO2,2023-02-02 13:50:04.675435
75,BSM_G102,SPO2,2023-02-02 13:50:05.142821
79,BSM_G102,SPO2,2023-02-02 13:50:15.141582
78,BSM_G102,SPO2,2023-02-02 13:50:25.139352
79,BSM_G102,SPO2,2023-02-02 13:50:35.138698
75,BSM_G102,SPO2,2023-02-02 13:50:45.139657
76,BSM_G102,SPO2,2023-02-02 13:50:55.142700
77,BSM_G102,SPO2,2023-02-02 13:51:05.141853
79,BSM_G102,SPO2,2023-02-02 13:51:15.141400
85,BSM_G102,SPO2,2023-02-02 13:51:42.650094
