value,deviceid,datatype,timestamp
96.6,BSM_G102,Temperature,2023-02-02 13:45:15.142047
96.4,BSM_G102,Temperature,2023-02-02 13:45:30.140230
98.2,BSM_G102,Temperature,2023-02-02 13:45:45.137661
97,BSM_G102,Temperature,2023-02-02 13:46:00.140218
100.1,BSM_G102,Temperature,2023-02-02 13:46:17.907791
96.9,BSM_G102,Temperature,2023-02-02 13:46:30.142808
97.9,BSM_G102,Temperature,2023-02-02 13:46:45.138657
96.1,BSM_G102,Temperature,2023-02-02 13:47:00.142626
96.2,BSM_G102,Temperature,2023-02-02 13:47:15.142749
95.7,BSM_G102,Temperature,2023-02-02 13:47:30.142439
95.9,BSM_G102,Temperature,2023-02-02 13:47:53.148150
97.4,BSM_G102,Temperature,2023-02-02 13:48:21.191464
97.5,BSM_G102,Temperature,2023-02-02 13:48:21.195515
96.4,BSM_G102,Temperature,2023-02-02 13:48:30.140436
96.4,BSM_G102,Temperature,2023-02-02 13:48:45.141263
97.2,BSM_G102,Temperature,2023-02-02 13:49:00.140940
97.1,BSM_G102,Temperature,2023-02-02 13:49:15.142809
99.3,BSM_G102,Temperature,2023-02-02 13:49:30.141630
96.5,BSM_G102,Temperature,2023-02-02 13:49:59.304966
100,BSM_G102,Temperature,2023-02-02 13:50:04.676788
97.1,BSM_G102,Temperature,2023-02-02 13:50:15.141071
95.1,BSM_G102,Temperature,2023-02-02 13:50:30.140661
97.1,BSM_G102,Temperature,2023-02-02 13:50:45.139212
95.5,BSM_G102,Temperature,2023-02-02 13:51:00.142091
97.3,BSM_G102,Temperature,2023-02-02 13:51:15.140934
