value,deviceid,datatype,timestamp
97.9,BSM_G101,Temperature,2023-02-02 13:45:40.394399
98.6,BSM_G101,Temperature,2023-02-02 13:45:55.405297
98.9,BSM_G101,Temperature,2023-02-02 13:46:10.392980
100.9,BSM_G101,Temperature,2023-02-02 13:46:25.398031
99.1,BSM_G101,Temperature,2023-02-02 13:46:40.398174
98.7,BSM_G101,Temperature,2023-02-02 13:46:55.393116
97.1,BSM_G101,Temperature,2023-02-02 13:47:10.396801
99.9,BSM_G101,Temperature,2023-02-02 13:47:25.394140
97.6,BSM_G101,Temperature,2023-02-02 13:47:40.393079
99.3,BSM_G101,Temperature,2023-02-02 13:47:55.397974
98.7,BSM_G101,Temperature,2023-02-02 13:48:10.393424
99.3,BSM_G101,Temperature,2023-02-02 13:48:25.396722
96.7,BSM_G101,Temperature,2023-02-02 13:48:40.393629
99,BSM_G101,Temperature,2023-02-02 13:48:55.397242
99.8,BSM_G101,Temperature,2023-02-02 13:49:10.394036
100.9,BSM_G101,Temperature,2023-02-02 13:49:25.975342
97.5,BSM_G101,Temperature,2023-02-02 13:49:40.397610
97.4,BSM_G101,Temperature,2023-02-02 13:49:55.397980
97.8,BSM_G101,Temperature,2023-02-02 13:50:10.396013
96.4,BSM_G101,Temperature,2023-02-02 13:50:25.397111
98.1,BSM_G101,Temperature,2023-02-02 13:50:40.397990
100.9,BSM_G101,Temperature,2023-02-02 13:50:55.393151
99.3,BSM_G101,Temperature,2023-02-02 13:51:10.395622
98.4,BSM_G101,Temperature,2023-02-02 13:51:25.394503
99.3,BSM_G101,Temperature,2023-02-02 13:51:40.396659
97.2,BSM_G101,Temperature,2023-02-02 13:51:55.397995
98.2,BSM_G101,Temperature,2023-02-02 13:52:10.393790
